PRODUCT_ID,PRODUCT_TYPE,YIELD_RATE,SHIFT,MACHINE_ID,OPERATOR_ID,MATERIAL_BATCH,TEMPERATURE,HUMIDITY,DOWNTIME,DEFECT_COUNT,MAINTENANCE_SCHEDULE,TRACK_OUT_DATE,MANUFACTURE_DATE,MODEL_NAME,YEAR_OF_MANUFACTURE,ENGINE_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,BODY_STYLE,Price(in Dollars),Mileage (km/l or mpg),SEATING_CAPACITY,COLOR_OPTIONS,SAFETY_FEATURES,Warranty Period(in Years),Horsepower (HP),Torque (Nm),Top Speed (km/h or mph),Acceleration (0-100 km/h or 0-60 mph),Dimensions (L x W x H),Weight (kg or lbs),Fuel Tank Capacity (liters)
86,Smart,0.82,Morning,13,45,Batch_94,22.13,44.06,0.89,10,21:37.5,2023-12-23,2024-04-02,Model_73,2013,Electric,Electric,Manual,Sedan,39143,18.04,2,"Green, Yellow, Orange","Airbags, ABS, EBD",4,173,635,255,5.50,4625 x 1836 x 1489 mm,1642,
87,Jaguar,0.82,Night,18,1,Batch_73,23.68,31.82,2.88,3,21:37.5,2024-03-17,2024-06-14,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
88,Lincoln,0.94,Night,20,27,Batch_92,27.52,30.21,2.96,7,21:37.5,2024-09-03,2024-07-11,Model_80,2016,V6,Petrol,Automatic,Sedan,61303,15.34,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,689,587,225,5.07,4281 x 1883 x 1405 mm,1512,67
89,Rolls-Royce,0.81,Night,6,24,Batch_72,22.59,53.95,9.50,8,21:37.5,2024-10-14,2024-06-23,Model_90,2004,Electric,Electric,Manual,Sedan,34456,20.73,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,601,255,207,6.90,4953 x 1769 x 1475 mm,1839,
90,Honda,0.91,Afternoon,4,26,Batch_36,25.00,62.30,5.54,1,21:37.5,2024-01-04,2023-11-24,Model_11,2011,V8,Petrol,Manual,Hatchback,52649,13.07,7,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,670,836,159,6.11,4210 x 1933 x 1543 mm,1261,40
91,Alfa Romeo,0.81,Afternoon,2,44,Batch_93,24.91,57.88,2.64,8,21:37.5,2024-01-29,2023-11-25,Model_83,2015,Electric,Electric,Manual,Sedan,22607,16.19,4,"White, Silver, Grey","Traction Control, Lane Assist",5,124,750,220,5.57,4670 x 1867 x 1478 mm,1911,
92,Saab,0.91,Night,7,34,Batch_21,16.76,39.85,0.92,8,21:37.5,2024-08-05,2024-05-09,Model_86,2021,Electric,Electric,Automatic,Hatchback,83945,27.81,7,"Green, Yellow, Orange","Airbags, ABS, EBD",3,199,789,280,6.04,4496 x 1997 x 1411 mm,1056,
93,Hyundai,0.86,Afternoon,7,30,Batch_69,18.11,69.56,5.27,0,21:37.5,2024-05-15,2024-08-26,Model_42,2014,Hybrid,Petrol,Automatic,Sedan,41985,23.14,2,"Red, Blue, Black","Airbags, ABS, EBD",4,645,578,181,6.63,4321 x 1718 x 1506 mm,1336,76
94,Maserati,0.99,Afternoon,17,10,Batch_71,15.34,47.33,2.93,8,21:37.5,2024-03-31,2024-07-14,Model_48,2020,Hybrid,Hybrid,Manual,Coupe,82351,21.86,4,"Green, Yellow, Orange","Airbags, ABS, EBD",4,249,765,221,3.82,4824 x 1975 x 1587 mm,1947,65
95,Suzuki,0.88,Afternoon,12,3,Batch_34,21.84,65.10,7.21,2,21:37.5,2024-02-08,2023-12-24,Model_22,2007,V6,Diesel,Manual,Coupe,55884,29.85,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,579,779,278,9.29,4168 x 1761 x 1556 mm,2087,51
96,Seat,0.84,Afternoon,7,7,Batch_12,15.30,30.99,0.77,7,21:37.5,2024-05-08,2024-02-27,Model_92,2004,Hybrid,Hybrid,Automatic,Hatchback,94167,17.01,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,246,855,208,2.69,4386 x 1946 x 1429 mm,1743,73
97,Jaguar,0.91,Morning,20,13,Batch_88,16.55,36.58,2.96,8,21:37.5,2024-01-21,2023-12-13,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
98,Volvo,0.84,Night,20,42,Batch_19,24.47,32.57,2.17,2,21:37.5,2024-06-10,2024-08-05,Model_17,2009,V6,Hybrid,Automatic,Coupe,81395,12.04,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,211,652,157,5.50,4718 x 1777 x 1406 mm,1339,44
99,Rolls-Royce,0.84,Afternoon,17,1,Batch_36,29.24,69.74,1.53,7,21:37.5,2024-01-15,2024-02-06,Model_90,2004,Electric,Electric,Manual,Sedan,34456,20.73,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,601,255,207,6.90,4953 x 1769 x 1475 mm,1839,
100,Jaguar,0.99,Morning,8,34,Batch_91,28.52,65.68,2.35,9,21:37.5,2024-08-13,2024-07-01,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
101,Vauxhall,0.99,Night,4,21,Batch_42,15.15,56.27,6.36,9,21:37.5,2023-12-30,2024-02-01,Model_76,2006,Electric,Electric,Automatic,Hatchback,89831,21.75,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",6,490,847,320,6.61,4381 x 1956 x 1545 mm,1132,
102,Pontiac,0.93,Morning,4,3,Batch_40,20.55,64.39,6.70,8,21:37.5,2024-02-06,2024-07-21,Model_61,2011,V6,Petrol,Automatic,Sedan,53482,16.80,6,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,125,244,301,8.40,4933 x 1858 x 1515 mm,1057,58
103,Hummer,0.93,Afternoon,18,39,Batch_4,29.24,53.48,1.94,6,21:37.5,2024-06-07,2024-07-18,Model_79,2006,Electric,Electric,Automatic,SUV,84033,11.92,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,179,661,344,5.31,4462 x 1892 x 1581 mm,1032,
104,Mitsubishi,0.89,Night,4,43,Batch_13,18.21,44.46,7.92,3,21:37.5,2024-08-08,2024-11-08,Model_72,2023,V6,Diesel,Manual,Coupe,87442,15.18,3,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,381,638,237,8.19,4619 x 1745 x 1436 mm,1926,51
105,Daihatsu,0.86,Morning,11,2,Batch_95,15.58,52.03,0.84,0,21:37.5,2024-11-18,2024-02-25,Model_69,2008,Hybrid,Petrol,Manual,Sedan,35908,17.88,4,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,223,712,217,9.71,4971 x 1744 x 1436 mm,2065,72
106,Opel,0.90,Afternoon,9,47,Batch_16,27.96,32.63,2.32,2,21:37.5,2024-09-28,2024-01-10,Model_29,2013,Electric,Electric,Manual,Coupe,29039,18.28,7,"Green, Yellow, Orange","Traction Control, Lane Assist",4,154,222,290,4.21,4220 x 1999 x 1526 mm,1146,
107,Mini,0.80,Night,3,50,Batch_55,25.85,65.10,0.92,6,21:37.5,2024-02-10,2024-03-13,Model_99,2017,V6,Diesel,Manual,Hatchback,30617,12.86,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",5,172,444,294,7.40,4168 x 1747 x 1567 mm,1349,57
108,Alfa Romeo,0.83,Afternoon,17,31,Batch_37,16.59,44.97,2.03,4,21:37.5,2024-02-09,2024-11-01,Model_83,2015,Electric,Electric,Manual,Sedan,22607,16.19,4,"White, Silver, Grey","Traction Control, Lane Assist",5,124,750,220,5.57,4670 x 1867 x 1478 mm,1911,
109,Mitsubishi,0.88,Morning,17,50,Batch_37,16.14,58.53,3.52,6,21:37.5,2024-01-13,2024-03-18,Model_72,2023,V6,Diesel,Manual,Coupe,87442,15.18,3,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,381,638,237,8.19,4619 x 1745 x 1436 mm,1926,51
110,Lucid Motors,0.91,Afternoon,5,17,Batch_72,15.15,30.38,8.08,7,21:37.5,2024-05-28,2024-05-31,Model_66,2020,V6,Diesel,Automatic,Hatchback,47961,19.29,4,"White, Silver, Grey","Traction Control, Lane Assist",3,234,611,172,4.86,4691 x 1898 x 1585 mm,2310,74
111,Volkswagen,0.96,Afternoon,20,15,Batch_21,23.81,32.07,1.94,5,21:37.5,2024-09-22,2024-06-15,Model_19,2020,Hybrid,Petrol,Automatic,SUV,47791,14.35,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,312,526,211,9.48,4650 x 1808 x 1523 mm,2296,42
112,Hummer,0.85,Night,20,28,Batch_35,29.93,47.89,0.97,7,21:37.5,2024-10-14,2023-12-16,Model_79,2006,Electric,Electric,Automatic,SUV,84033,11.92,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,179,661,344,5.31,4462 x 1892 x 1581 mm,1032,
113,Suzuki,1.00,Morning,1,19,Batch_27,16.04,45.90,0.25,9,21:37.5,2024-05-11,2023-11-28,Model_22,2007,V6,Diesel,Manual,Coupe,55884,29.85,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,579,779,278,9.29,4168 x 1761 x 1556 mm,2087,51
114,Land Rover,0.91,Morning,10,15,Batch_5,22.98,47.38,7.45,4,21:37.5,2024-07-27,2024-08-05,Model_42,2008,V8,Diesel,Automatic,Coupe,98054,21.75,7,"Red, Blue, Black","Airbags, ABS, EBD",5,197,203,201,6.48,4850 x 1907 x 1429 mm,2124,40
115,Isuzu,0.99,Afternoon,10,7,Batch_94,28.73,55.87,7.99,5,21:37.5,2024-02-15,2024-01-26,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
116,Skoda,0.95,Night,2,36,Batch_29,17.64,63.64,2.05,1,21:37.5,2024-08-13,2024-05-03,Model_78,2010,V6,Diesel,Manual,SUV,71300,29.69,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,148,827,336,3.77,4586 x 1768 x 1431 mm,1931,52
117,GMC,0.81,Morning,16,2,Batch_65,15.65,50.36,8.83,9,21:37.5,2024-01-07,2024-07-15,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
118,Bentley,0.94,Night,15,18,Batch_31,20.05,44.34,7.07,5,21:37.5,2024-10-29,2024-09-19,Model_38,2009,V8,Petrol,Manual,Coupe,35197,11.33,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,254,455,268,6.16,4490 x 1722 x 1475 mm,1091,50
119,Suzuki,0.81,Afternoon,11,45,Batch_51,24.97,50.58,1.99,5,21:37.5,2024-08-16,2024-08-22,Model_22,2007,V6,Diesel,Manual,Coupe,55884,29.85,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,579,779,278,9.29,4168 x 1761 x 1556 mm,2087,51
120,Audi,0.82,Night,20,41,Batch_7,19.12,35.19,1.52,3,21:37.5,2024-09-26,2023-12-26,Model_11,2005,Electric,Electric,Manual,Sedan,46943,16.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,563,758,319,2.55,4808 x 1939 x 1591 mm,2248,
121,Oldsmobile,0.92,Afternoon,20,15,Batch_38,20.15,56.59,5.38,5,21:37.5,2024-09-08,2024-07-22,Model_69,2008,V6,Diesel,Manual,Coupe,69862,24.85,2,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",5,452,673,187,4.24,4513 x 1772 x 1447 mm,1990,60
122,Cadillac,0.83,Morning,8,1,Batch_92,24.15,63.40,6.04,6,21:37.5,2024-02-17,2024-07-17,Model_5,2003,Electric,Electric,Manual,Hatchback,65277,16.30,5,"White, Silver, Grey","Traction Control, Lane Assist",4,384,706,308,7.23,4086 x 1859 x 1458 mm,1998,
123,Mercury,1.00,Night,3,14,Batch_30,22.38,67.07,9.81,4,21:37.5,2024-07-02,2024-10-01,Model_48,2005,Electric,Electric,Automatic,Hatchback,40728,18.77,3,"White, Silver, Grey","Traction Control, Lane Assist",4,324,656,241,3.79,4175 x 1914 x 1488 mm,1262,
124,Isuzu,0.91,Morning,15,29,Batch_51,29.26,54.36,8.30,6,21:37.5,2024-05-09,2024-05-16,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
125,Genesis,0.89,Morning,9,34,Batch_20,25.15,66.96,6.52,10,21:37.5,2024-01-27,2024-08-27,Model_16,2014,Hybrid,Hybrid,Manual,Coupe,35414,26.38,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,498,864,280,5.53,4707 x 1753 x 1469 mm,2342,64
126,Hummer,0.91,Night,8,8,Batch_16,24.28,35.60,5.32,4,21:37.5,2024-02-04,2024-05-30,Model_79,2006,Electric,Electric,Automatic,SUV,84033,11.92,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,179,661,344,5.31,4462 x 1892 x 1581 mm,1032,
127,Infiniti,0.92,Night,20,16,Batch_16,25.37,33.28,2.75,7,21:37.5,2024-02-16,2024-07-08,Model_67,2008,Hybrid,Petrol,Manual,SUV,47305,14.66,2,"Green, Yellow, Orange","Airbags, ABS, EBD",7,224,892,309,2.72,4155 x 1941 x 1543 mm,1552,73
128,Lamborghini,0.97,Morning,12,34,Batch_67,20.27,56.28,1.78,8,21:37.5,2023-12-14,2024-09-16,Model_89,2012,V8,Petrol,Automatic,Hatchback,46737,17.32,6,"White, Silver, Grey","Traction Control, Lane Assist",5,569,737,223,6.54,4662 x 1816 x 1497 mm,1258,68
129,Rivian,0.84,Morning,13,2,Batch_7,26.12,31.48,8.30,7,21:37.5,2024-01-03,2024-05-20,Model_72,2006,V6,Petrol,Manual,Coupe,67266,26.74,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,229,807,227,3.12,4764 x 1758 x 1541 mm,1029,69
130,Lincoln,0.80,Afternoon,17,10,Batch_69,23.17,39.38,3.36,3,21:37.5,2024-07-28,2024-02-05,Model_80,2016,V6,Petrol,Automatic,Sedan,61303,15.34,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,689,587,225,5.07,4281 x 1883 x 1405 mm,1512,67
131,Citroen,1.00,Morning,12,45,Batch_89,28.40,52.53,8.16,1,21:37.5,2024-03-09,2024-06-13,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
132,Audi,0.89,Morning,2,41,Batch_80,20.95,50.81,5.76,1,21:37.5,2024-04-21,2024-11-18,Model_11,2005,Electric,Electric,Manual,Sedan,46943,16.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,563,758,319,2.55,4808 x 1939 x 1591 mm,2248,
133,Rolls-Royce,0.85,Afternoon,9,14,Batch_16,19.32,49.96,8.04,9,21:37.5,2024-07-28,2024-09-05,Model_90,2004,Electric,Electric,Manual,Sedan,34456,20.73,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,601,255,207,6.90,4953 x 1769 x 1475 mm,1839,
134,Honda,0.99,Night,1,39,Batch_3,23.06,31.26,3.33,10,21:37.5,2024-10-07,2024-01-04,Model_11,2011,V8,Petrol,Manual,Hatchback,52649,13.07,7,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,670,836,159,6.11,4210 x 1933 x 1543 mm,1261,40
135,Ram Trucks,0.87,Afternoon,15,20,Batch_19,26.59,41.47,8.69,7,21:37.5,2024-02-15,2024-10-11,Model_69,2018,Electric,Electric,Manual,Coupe,51389,12.10,5,"Red, Blue, Black","Airbags, ABS, EBD",6,469,596,346,4.03,4091 x 1782 x 1511 mm,1338,
136,Fiat,0.83,Morning,2,17,Batch_1,23.83,59.10,8.59,4,21:37.5,2024-04-30,2024-04-01,Model_19,2004,Electric,Electric,Manual,Coupe,29483,16.94,7,"Red, Blue, Black","Airbags, ABS, EBD",6,504,615,332,8.48,4641 x 1712 x 1429 mm,1231,
137,Smart,0.90,Afternoon,18,1,Batch_84,16.57,44.71,1.36,0,21:37.5,2024-10-21,2024-04-19,Model_73,2013,Electric,Electric,Manual,Sedan,39143,18.04,2,"Green, Yellow, Orange","Airbags, ABS, EBD",4,173,635,255,5.50,4625 x 1836 x 1489 mm,1642,
138,Lexus,0.80,Morning,11,50,Batch_74,21.27,52.04,8.95,7,21:37.5,2024-03-24,2024-10-20,Model_67,2016,V6,Diesel,Manual,Sedan,83000,14.51,4,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,284,621,292,4.83,4064 x 1754 x 1515 mm,1188,61
139,Genesis,0.84,Night,14,40,Batch_31,24.52,52.44,7.25,1,21:37.5,2024-03-24,2024-02-16,Model_16,2014,Hybrid,Hybrid,Manual,Coupe,35414,26.38,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,498,864,280,5.53,4707 x 1753 x 1469 mm,2342,64
140,Bentley,0.86,Night,3,41,Batch_36,24.79,58.18,5.98,9,21:37.5,2024-06-07,2024-06-08,Model_38,2009,V8,Petrol,Manual,Coupe,35197,11.33,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,254,455,268,6.16,4490 x 1722 x 1475 mm,1091,50
141,Fiat,1.00,Night,7,33,Batch_12,19.69,33.67,1.64,7,21:37.5,2024-07-04,2024-10-24,Model_19,2004,Electric,Electric,Manual,Coupe,29483,16.94,7,"Red, Blue, Black","Airbags, ABS, EBD",6,504,615,332,8.48,4641 x 1712 x 1429 mm,1231,
142,Jeep,0.88,Night,13,43,Batch_55,23.64,66.35,7.34,1,21:37.5,2024-04-25,2024-05-25,Model_95,2015,Electric,Electric,Manual,Coupe,91184,17.77,2,"Red, Blue, Black","Traction Control, Lane Assist",4,486,591,337,7.20,4782 x 1888 x 1588 mm,2060,
143,Tesla,0.85,Morning,1,24,Batch_77,27.56,60.68,7.49,8,21:37.5,2023-12-23,2024-08-01,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
144,Mercedes-Benz,0.91,Night,9,7,Batch_100,25.82,38.30,9.26,7,21:37.5,2024-02-24,2024-09-21,Model_76,2000,V6,Diesel,Automatic,SUV,88004,12.19,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,653,544,303,8.79,4852 x 1924 x 1458 mm,2163,43
145,Rivian,0.83,Morning,18,34,Batch_45,22.58,36.29,3.13,5,21:37.5,2024-09-03,2023-12-17,Model_72,2006,V6,Petrol,Manual,Coupe,67266,26.74,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,229,807,227,3.12,4764 x 1758 x 1541 mm,1029,69
146,Chrysler,0.99,Night,19,16,Batch_94,29.85,49.73,6.89,1,21:37.5,2024-05-28,2024-11-16,Model_75,2019,Hybrid,Diesel,Automatic,Coupe,25723,28.85,5,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",3,525,762,283,8.31,4523 x 1711 x 1563 mm,1779,68
147,Buick,0.83,Afternoon,5,36,Batch_97,18.61,44.19,4.16,7,21:37.5,2024-09-10,2023-11-30,Model_5,2009,Electric,Electric,Manual,Sedan,38608,28.33,5,"Green, Yellow, Orange","Traction Control, Lane Assist",3,150,444,348,4.69,4363 x 1922 x 1456 mm,2354,
148,Citroen,0.98,Afternoon,14,42,Batch_76,28.98,64.50,5.34,7,21:37.5,2024-06-12,2024-11-07,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
149,Oldsmobile,0.81,Night,13,33,Batch_83,20.92,66.57,3.83,1,21:37.5,2024-06-17,2024-07-06,Model_69,2008,V6,Diesel,Manual,Coupe,69862,24.85,2,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",5,452,673,187,4.24,4513 x 1772 x 1447 mm,1990,60
150,Skoda,0.97,Afternoon,1,20,Batch_4,28.10,58.76,3.70,5,21:37.5,2024-07-20,2024-07-07,Model_78,2010,V6,Diesel,Manual,SUV,71300,29.69,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,148,827,336,3.77,4586 x 1768 x 1431 mm,1931,52
151,Renault,0.96,Night,5,37,Batch_89,21.81,50.45,2.37,2,21:37.5,2024-02-21,2024-08-12,Model_86,2007,V8,Petrol,Automatic,Sedan,44407,17.62,7,"White, Silver, Grey","Airbags, ABS, EBD",4,102,537,240,7.30,4457 x 1980 x 1467 mm,1352,64
152,Hyundai,0.85,Night,9,23,Batch_73,20.70,43.35,9.51,6,21:37.5,2023-12-16,2024-07-15,Model_42,2014,Hybrid,Petrol,Automatic,Sedan,41985,23.14,2,"Red, Blue, Black","Airbags, ABS, EBD",4,645,578,181,6.63,4321 x 1718 x 1506 mm,1336,76
153,Polestar,0.81,Morning,1,3,Batch_87,25.54,58.98,2.99,7,21:37.5,2024-04-22,2024-05-21,Model_83,2016,Hybrid,Hybrid,Automatic,Hatchback,94144,19.15,6,"White, Silver, Grey","Traction Control, Lane Assist",5,509,900,347,7.59,4529 x 1726 x 1578 mm,1830,66
154,Vauxhall,0.97,Afternoon,17,42,Batch_58,18.19,32.86,9.39,5,21:37.5,2024-10-23,2024-09-04,Model_76,2006,Electric,Electric,Automatic,Hatchback,89831,21.75,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",6,490,847,320,6.61,4381 x 1956 x 1545 mm,1132,
155,McLaren,0.98,Afternoon,8,20,Batch_74,22.99,64.37,7.20,5,21:37.5,2024-04-14,2024-09-28,Model_15,2013,V6,Hybrid,Automatic,Sedan,46999,25.92,3,"Green, Yellow, Orange","Traction Control, Lane Assist",3,274,869,248,8.08,4643 x 1795 x 1457 mm,2339,58
156,Subaru,0.91,Morning,17,10,Batch_1,15.39,33.94,1.60,10,21:37.5,2024-03-08,2024-09-28,Model_51,2009,Hybrid,Hybrid,Automatic,Hatchback,24599,29.35,5,"Red, Blue, Black","Airbags, ABS, EBD",5,373,437,302,5.27,4800 x 1899 x 1533 mm,2474,74
157,Land Rover,0.98,Night,4,26,Batch_86,27.36,54.65,1.93,6,21:37.5,2024-09-21,2023-12-18,Model_42,2008,V8,Diesel,Automatic,Coupe,98054,21.75,7,"Red, Blue, Black","Airbags, ABS, EBD",5,197,203,201,6.48,4850 x 1907 x 1429 mm,2124,40
158,Renault,0.98,Afternoon,10,19,Batch_21,28.18,48.32,0.47,3,21:37.5,2024-10-28,2024-06-18,Model_86,2007,V8,Petrol,Automatic,Sedan,44407,17.62,7,"White, Silver, Grey","Airbags, ABS, EBD",4,102,537,240,7.30,4457 x 1980 x 1467 mm,1352,64
159,Rolls-Royce,0.99,Morning,17,21,Batch_91,18.37,39.42,0.40,0,21:37.5,2024-08-09,2024-03-24,Model_90,2004,Electric,Electric,Manual,Sedan,34456,20.73,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,601,255,207,6.90,4953 x 1769 x 1475 mm,1839,
160,Hummer,0.84,Morning,12,34,Batch_92,15.82,43.54,7.50,6,21:37.5,2024-09-22,2024-01-21,Model_79,2006,Electric,Electric,Automatic,SUV,84033,11.92,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,179,661,344,5.31,4462 x 1892 x 1581 mm,1032,
161,Fiat,0.83,Afternoon,11,13,Batch_85,25.44,53.80,2.38,9,21:37.5,2024-07-02,2024-04-13,Model_19,2004,Electric,Electric,Manual,Coupe,29483,16.94,7,"Red, Blue, Black","Airbags, ABS, EBD",6,504,615,332,8.48,4641 x 1712 x 1429 mm,1231,
162,Toyota,0.98,Night,19,16,Batch_25,18.64,66.84,1.83,10,21:37.5,2024-08-30,2024-09-12,Model_87,2013,V6,Petrol,Manual,SUV,81422,24.97,3,"Red, Blue, Black","Airbags, ABS, EBD",7,509,463,253,5.27,4096 x 1757 x 1415 mm,2383,45
163,Chrysler,0.84,Afternoon,5,47,Batch_100,24.50,30.60,7.01,5,21:37.5,2024-01-30,2024-07-05,Model_75,2019,Hybrid,Diesel,Automatic,Coupe,25723,28.85,5,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",3,525,762,283,8.31,4523 x 1711 x 1563 mm,1779,68
164,Isuzu,0.97,Afternoon,19,34,Batch_43,21.94,56.30,9.71,4,21:37.5,2024-08-13,2024-02-15,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
165,Aston Martin,0.84,Morning,1,2,Batch_65,16.36,45.58,2.67,9,21:37.5,2024-04-21,2024-01-01,Model_28,2019,Electric,Electric,Manual,SUV,86179,18.05,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,476,207,257,7.64,4134 x 1795 x 1495 mm,1085,
166,Aston Martin,0.96,Afternoon,1,47,Batch_68,17.78,62.20,0.89,6,21:37.5,2023-11-22,2024-04-29,Model_28,2019,Electric,Electric,Manual,SUV,86179,18.05,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,476,207,257,7.64,4134 x 1795 x 1495 mm,1085,
167,Tesla,0.95,Night,8,44,Batch_46,22.45,54.06,9.76,7,21:37.5,2024-02-03,2024-07-22,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
168,Maserati,0.80,Afternoon,16,17,Batch_25,15.39,32.94,0.94,9,21:37.5,2024-09-30,2024-05-14,Model_48,2020,Hybrid,Hybrid,Manual,Coupe,82351,21.86,4,"Green, Yellow, Orange","Airbags, ABS, EBD",4,249,765,221,3.82,4824 x 1975 x 1587 mm,1947,65
169,Jaguar,0.89,Morning,7,42,Batch_19,19.86,55.80,4.87,7,21:37.5,2024-09-19,2024-07-20,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
170,Ram Trucks,0.93,Night,14,22,Batch_5,28.79,36.68,7.77,7,21:37.5,2024-02-22,2024-02-09,Model_69,2018,Electric,Electric,Manual,Coupe,51389,12.10,5,"Red, Blue, Black","Airbags, ABS, EBD",6,469,596,346,4.03,4091 x 1782 x 1511 mm,1338,
171,Citroen,0.97,Night,8,45,Batch_37,27.29,41.77,8.30,10,21:37.5,2024-08-04,2024-03-23,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
172,Buick,0.85,Afternoon,15,31,Batch_77,24.61,30.49,1.70,6,21:37.5,2024-02-15,2024-11-06,Model_5,2009,Electric,Electric,Manual,Sedan,38608,28.33,5,"Green, Yellow, Orange","Traction Control, Lane Assist",3,150,444,348,4.69,4363 x 1922 x 1456 mm,2354,
